OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
1094,DE-2014-001094,2014,01/19/2014,1817,B,0,0,1,0,1,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.3991,38.69197,2014 Jan 19 06:17:00 PM,1,Sunday,3,Personal Injury Crash,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.69197,-75.3991,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.399100000259 38.691970000258),S,Sussex,2014
1095,DE-2013-001095,2013,01/14/2013,0658,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.6325,39.73767,2013 Jan 14 06:58:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.73767,-75.6325,99,Unknown,0,No,N,,,,,N,POINT (-75.6324999998 39.737669999756),N,New Castle,2013
1096,DE-2011-001096,2011,11/28/2011,0352,O,0,0,0,0,0,0,0,,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.64209,39.66261,2011 Nov 28 03:52:00 AM,1,Sunday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.66261,-75.64209,9,Made improper turn,0,No,N,,,,,N,POINT (-75.64208999965 39.662610000054),N,New Castle,2011
1097,DE-2011-001097,2011,10/09/2011,0930,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.68703,39.29499,2011 Oct 09 09:30:00 AM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.29499,-75.68703,99,Unknown,0,No,N,,,,,N,POINT (-75.687030000402 39.294990000171),K,Kent,2011
1098,DE-2013-001098,2013,04/11/2013,1927,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.61355,39.06019,2013 Apr 11 07:27:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.06019,-75.61355,18,Animal in Roadway - Other Animal,0,No,N,,,,,N,POINT (-75.613550000254 39.060190000061),K,Kent,2013
1099,DE-2013-001099,2013,10/29/2013,1319,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.28556,38.72487,2013 Oct 29 01:19:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.72487,-75.28556,8,Following too close,0,No,N,,,,,N,POINT (-75.285560000122 38.72487000032),S,Sussex,2013
1100,DE-2012-001100,2012,01/29/2012,0741,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,Yes,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.2226,38.66336,2012 Jan 29 07:41:00 AM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,Y,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.66336,-75.2226,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.222599999586 38.663360000318),S,Sussex,2012
1101,DE-2015-001101,2015,02/19/2015,2149,O,0,0,0,0,0,0,0,,2. Angle,"10. Blowing Sand, Soil, Dirt, or Snow",2. Daylight,4. Icy,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.2049,38.72299,2015 Feb 19 09:49:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,4,Ice/Frost,1,Daylight,7,Blowing Snow,,,Y,N,N,N,N,38.72299,-75.2049,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.204900000368 38.722989999801),S,Sussex,2015
1102,DE-2015-001102,2015,06/27/2015,2058,O,0,0,0,0,0,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.43552,38.93009,2015 Jun 27 08:58:00 PM,7,Saturday,1,Non-Reportable,Y,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.93009,-75.43552,9,Made improper turn,0,No,N,,,,,N,POINT (-75.435519999768 38.930089999694),K,Kent,2015
1103,DE-2015-001103,2015,08/14/2015,1900,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.68025,39.64652,2015 Aug 14 07:00:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64652,-75.68025,14,Improper backing,0,No,N,,,,,N,POINT (-75.680249999931 39.646520000211),N,New Castle,2015
1104,DE-2013-001104,2013,06/01/2013,2220,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.0977,38.71058,2013 Jun 01 10:20:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.71058,-75.0977,8,Following too close,0,No,N,,,,,N,POINT (-75.097699999587 38.710579999821),S,Sussex,2013
1105,DE-2012-001105,2012,06/07/2012,1201,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.60023,39.69439,2012 Jun 07 12:01:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69439,-75.60023,7,Improper lane change,0,No,N,,,,,N,POINT (-75.60023000041 39.694390000122),N,New Castle,2012
1106,DE-2010-001106,2010,09/18/2010,2004,B,0,0,1,0,1,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.74365,39.60097,2010 Sep 18 08:04:00 PM,7,Saturday,3,Personal Injury Crash,N,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.60097,-75.74365,5,Wrong side or wrong way,0,No,N,,,,,N,POINT (-75.743649999785 39.60096999996),N,New Castle,2010
1107,DE-2009-001107,2009,10/18/2009,1354,B,0,0,1,0,1,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.183693,38.5153001,2009 Oct 18 01:54:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.5153001,-75.183693,,,0,No,N,,,,,N,POINT (-75.18369299984 38.515300099991),S,Sussex,2009
1108,DE-2009-001108,2009,02/16/2009,1922,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.741109,39.7333882,2009 Feb 16 07:22:00 PM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7333882,-75.741109,,,0,No,N,,,,,N,POINT (-75.741109000019 39.733388199876),N,New Castle,2009
1109,DE-2009-001109,2009,09/12/2009,2349,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.6077272,39.7082317,2009 Sep 12 11:49:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.7082317,-75.6077272,,,0,No,N,,,,,N,POINT (-75.607727199634 39.708231699997),N,New Castle,2009
1110,DE-2011-001110,2011,11/28/2011,1956,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.57818,39.733,2011 Nov 28 07:56:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.733,-75.57818,11,"Driver inattention, distraction, or fatigue",1,"Yes, Directly Involved",N,,,,,N,POINT (-75.578180000158 39.732999999928),N,New Castle,2011
1111,DE-2013-001111,2013,05/16/2013,2119,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.67245,39.62708,2013 May 16 09:19:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62708,-75.67245,6,Improper passing,0,No,N,,,,,N,POINT (-75.672450000185 39.62708000006),N,New Castle,2013
1112,DE-2015-001112,2015,12/16/2015,1459,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.52471,39.73219,2015 Dec 16 02:59:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.73219,-75.52471,88,Other,0,No,N,,,,,N,POINT (-75.524709999913 39.732189999962),N,New Castle,2015
1113,DE-2009-001113,2009,01/07/2009,1816,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.6398217,39.762314,2009 Jan 07 06:16:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,39.762314,-75.6398217,,,0,No,N,,,,,N,POINT (-75.639821699659 39.762313999941),N,New Castle,2009
1114,DE-2015-001114,2015,12/15/2015,1432,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.51667,39.12426,2015 Dec 15 02:32:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.12426,-75.51667,14,Improper backing,0,No,N,,,,,N,POINT (-75.516669999967 39.124260000042),K,Kent,2015
1115,DE-2015-001115,2015,10/22/2015,1212,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.55918,39.03931,2015 Oct 22 12:12:00 PM,5,Thursday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.03931,-75.55918,15,Other improper driving,0,No,N,,,,,N,POINT (-75.559180000384 39.039309999968),K,Kent,2015
1116,DE-2010-001116,2010,10/08/2010,2352,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.75089,39.68321,2010 Oct 08 11:52:00 PM,6,Friday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.68321,-75.75089,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.750889999665 39.683210000257),N,New Castle,2010
1117,DE-2013-001117,2013,05/25/2013,1201,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.18771,38.53515,2013 May 25 12:01:00 PM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.53515,-75.18771,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.187709999889 38.535149999655),S,Sussex,2013
1118,DE-2014-001118,2014,08/18/2014,0050,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.14143,38.55198,2014 Aug 18 12:50:00 AM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.55198,-75.14143,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.141430000194 38.551979999925),S,Sussex,2014
1119,DE-2015-001119,2015,06/07/2015,1600,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.53061,38.5781,2015 Jun 07 04:00:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5781,-75.53061,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.530609999952 38.578100000047),S,Sussex,2015
1120,DE-2012-001120,2012,05/01/2012,0130,B,0,0,1,0,1,0,1,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,Yes,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.63102,39.71584,2012 May 01 01:30:00 AM,2,Monday,3,Personal Injury Crash,N,Y,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.71584,-75.63102,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.631020000217 39.715839999956),N,New Castle,2012
1121,DE-2015-001121,2015,10/28/2015,1916,O,0,0,0,0,0,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.62479,39.66405,2015 Oct 28 07:16:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.66405,-75.62479,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.624789999567 39.664050000265),N,New Castle,2015
1122,DE-2014-001122,2014,07/05/2014,1358,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.35415,38.70356,2014 Jul 05 01:58:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.70356,-75.35415,99,Unknown,0,No,N,,,,,N,POINT (-75.35415000036 38.703559999753),S,Sussex,2014
1123,DE-2015-001123,2015,01/05/2015,1323,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,1. Yes,2. Transition Area,1. Lane Closure,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.09078,38.5443,2015 Jan 05 01:23:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5443,-75.09078,11,"Driver inattention, distraction, or fatigue",0,No,Y,3,Transition Area,1,Lane Closure,2,POINT (-75.090780000272 38.544299999843),S,Sussex,2015
1124,DE-2015-001124,2015,06/03/2015,1102,O,0,0,0,0,0,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.13392,38.73164,2015 Jun 03 11:02:00 AM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.73164,-75.13392,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.133919999977 38.731640000168),S,Sussex,2015
1125,DE-2014-001125,2014,07/11/2014,1311,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.662,39.57967,2014 Jul 11 01:11:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.57967,-75.662,7,Improper lane change,0,No,N,,,,,N,POINT (-75.661999999994 39.579670000035),N,New Castle,2014
1126,DE-2013-001126,2013,07/09/2013,1432,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.2304,38.62539,2013 Jul 09 02:32:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.62539,-75.2304,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.230400000231 38.625389999709),S,Sussex,2013
1127,DE-2016-001127,2016,02/16/2016,2058,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.43357,38.92657,2016 Feb 16 08:58:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,38.92657,-75.43357,8,Following too close,0,No,N,,,,,N,POINT (-75.433569999831 38.926570000207),K,Kent,2016
1128,DE-2011-001128,2011,09/28/2011,2322,O,0,0,0,0,0,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.78522,39.69388,2011 Sep 28 11:22:00 PM,4,Wednesday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,,,N,N,N,N,N,39.69388,-75.78522,99,Unknown,0,No,N,,,,,N,POINT (-75.785220000393 39.693879999857),N,New Castle,2011
1129,DE-2015-001129,2015,10/28/2015,1156,B,0,0,1,0,1,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.61609,39.4923,2015 Oct 28 11:56:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.4923,-75.61609,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.616090000195 39.492299999665),N,New Castle,2015
1130,DE-2015-001130,2015,12/18/2015,1907,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.1921,38.71379,2015 Dec 18 07:07:00 PM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.71379,-75.1921,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.192100000207 38.713789999816),S,Sussex,2015
