Casetrackingid,Accidentdate,Accidenttime,Numberkilled,Numberinjured,Totalvehicles,Totalnonmotorists,Juvenilesinvolvedindicator,Secondarycrashindicator,Constructionzoneindicator,Schoolzoneindicator,Latitude,Longitude,Onroadaddress,_Primarystreet,_Crossstreet,Location,Numberoflanesblocked,Laneposition,Harmfulevent1,Harmfulevent2,Harmfulevent3,Harmfulevent4,Mostharmfulevent,Roadcontourcurves,Roadcontourgrade,Approachovertakingturn,Lightingcondition,Roaddescription,Roadcondition,Weathercondition1,Weathercondition2,Hitandrun_V1,Noncontact_V1,Parked_V1,Unlicenseddriver_V1,Duiindicator_V1,Vehicledefectcondition_V1,Positioninvehicle_D1,Drivingrestrictions_D1,Drivingendorsements_D1,Ejectionpath_D1,Safetyequipmentuse_D1,Safetyequipmenthelmet_D1,Age_D1,Airbagdeployment_D1,Injuryseverity_D1,Alcoholsuspected_D1,Marijuanasuspected_D1,Otherdrugssuspected_D1,Testedforotherdrugs_D1,Personsexcode_D1,Deadatscene_D1,Vehicletype_V1,Specialfunction_V1,Emergencylightsactivated_V1,Directionoftravel_V1,Vehiclemovement_V1,Roadwayspeedlimit_V1,Estimatedvehiclespeed_V1,Driverstatedspeed_V1,Driveraction1_V1,Driveraction2_V1,Mostapprthumancontrfactor1_V1,Mostapprthumancontrfactor2_V1,Mostapprthumancontrfactor3_V1,Autonomousvehiclecapability_V1,Drivercededcontrol_V1,Nonmotoristtype_V1,Nonmotoristmovement_V1,Nonmotoristlocation_V1,Nonmotoristlegofint_V1,Nonmotoristtypeoffacility_V1,Nonmotoristaction1_V1,Nonmotoristaction2_V1,Nonmotoristcontrfctr1_V1,Nonmotoristcontrfctr2_V1,Nonmotoristcontrfctr3_V1,Hitandrun_V2,Noncontact_V2,Parked_V2,Unlicenseddriver_V2,Duiindicator_V2,Vehicledefectcondition_V2,Positioninvehicle_D2,Drivingrestrictions_D2,Drivingendorsements_D2,Ejectionpath_D2,Safetyequipmentuse_D2,Safetyequipmenthelmet_D2,Age_D2,Airbagdeployment_D2,Injuryseverity_D2,Alcoholsuspected_D2,Marijuanasuspected_D2,Otherdrugssuspected_D2,Testedforotherdrugs_D2,Personsexcode_D2,Vehicletype_V2,Specialfunction_V2,Emergencylightsactivated_V2,Directionoftravel_V2,Vehiclemovement_V2,Roadwayspeedlimit_V2,Estimatedvehiclespeed_V2,Driverstatedspeed_V2,Driveraction1_V2,Driveraction2_V2,Mostapprthumancontrfactor1_V2,Mostapprthumancontrfactor2_V2,Mostapprthumancontrfactor3_V2,Autonomousvehiclecapability_V2,Drivercededcontrol_V2,Nonmotoristtype_V2,Nonmotoristmovement_V2,Nonmotoristlocation_V2,Nonmotoristlegofint_V2,Nonmotoristtypeoffacility_V2,Nonmotoristaction1_V2,Nonmotoristaction2_V2,Nonmotoristcontrfctr1_V2,Nonmotoristcontrfctr2_V2,Nonmotoristcontrfctr3_V2,Hitandrun_V3,Noncontact_V3,Parked_V3,Unlicenseddriver_V3,Duiindicator_V3,Positioninvehicle_D3,Drivingrestrictions_D3,Drivingendorsements_D3,Ejection_D3,Safetyequipmentuse_D3,Age_D3,Airbagdeployment_D3,Injuryseverity_D3,Alcoholsuspected_D3,Marijuanasuspected_D3,Otherdrugssuspected_D3,Testedforotherdrugs_D3,Personsexcode_D3,Vehicletype_V3,Specialfunction_V3,Emergencylightsactivated_V3,Directionoftravel_V3,Vehiclemovement_V3,Roadwayspeedlimit_V3,Estimatedvehiclespeed_V3,Driverstatedspeed_V3,Driveraction1_V3,Driveraction2_V3,Mostapprthumancontrfactor1_V3,Mostapprthumancontrfactor2_V3,Mostapprthumancontrfactor3_V3,Autonomousvehiclecapability_V3,Drivercededcontrol_V3,Nonmotoristtype_V3,Nonmotoristmovement_V3,Nonmotoristlocation_V3,Nonmotoristlegofint_V3,Nonmotoristtypeoffacility_V3,Nonmotoristaction1_V3,Nonmotoristaction2_V3,Nonmotoristcontrfctr1_V3,Nonmotoristcontrfctr2_V3,Nonmotoristcontrfctr3_V3
250111520,12/17/2025 4:18:00 PM,12/17/2025 4:18:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.57,-104.91,,COUNTY LINE RD,QUEBEC ST,On-roadway,2.00,2,Front to Rear,,,,Front to Rear,Straight,Uphill,Not Applicable,Daylight,At Intersection,Dry,Wind,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",55.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,East,Going Straight,45.00,40.00,40.00,Followed Too Closely,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",44.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111590,12/17/2025 6:44:00 PM,12/17/2025 6:44:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.94,,WILDCAT RESERVE PKWY,MCARTHUR RANCH RD,On-roadway,1.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Dark-lighted,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,40.00,Failed to Stop at Signal,Careless Driving,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",57.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Making Left Turn,40.00,10.00,0.00,Failed to Stop at Signal,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111647,12/17/2025 10:42:00 PM,12/17/2025 10:42:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.54,-105.00,9550.00,KENDRICK CASTILLO WAY,,Ran off right side,1.00,2,Light Pole/Utility Pole,,,,Light Pole/Utility Pole,Curve Left,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",23.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,Southeast,Going Straight,40.00,30.00,30.00,Other Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111747,12/18/2025 10:28:00 AM,12/18/2025 10:28:00 AM,0.00,1.00,2.00,0.00,false,false,false,false,39.53,-104.81,,LINCOLN AVE,STONEGATE PKWY,On-roadway,1.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",21.00,Deployed at pos. and others,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,North,Making Left Turn,35.00,20.00,20.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",54.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,South,Going Straight,35.00,30.00,30.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111871,12/18/2025 3:05:00 PM,12/18/2025 3:05:00 PM,0.00,1.00,1.00,1.00,false,false,false,false,39.30,-104.69,4000.00,RUSSELLVILLE RD,,On-roadway,0.00,,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Uphill,Not Applicable,Daylight,Non-intersection,Dry,Clear,,true,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",41.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,North,Going Straight,50.00,50.00,,Lane Violation,,Not Observed,,,No Automation,,Bicyclist,Going Straight,Travel Lane-Other Location,South,Unmarked Paved Shoulder,No Contributing Action,,No Apparent Contributing Factor,,,,,,,,,,,,,,Helmet Properly Used,69.00,,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111889,12/18/2025 3:42:00 PM,12/18/2025 3:42:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-104.76,,CENTENNIAL DR,PINE DR,On-roadway,1.00,2,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",49.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,East,Making Right Turn,25.00,5.00,5.00,Followed Too Closely,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",50.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Stopped in Traffic,25.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111893,12/18/2025 3:44:00 PM,12/18/2025 3:44:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.56,-105.01,,KENDRICK CASTILLO WAY,PLAZA DR,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",47.00,Not Deployed,No Apparent Injury,Yes Observed,Marijuana Not Suspected,Yes Observed,Blood,m,,SUV,No Special Function,false,North,Going Straight,45.00,45.00,,Failed to Stop at Signal,,Other Factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",48.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111906,12/18/2025 4:12:00 PM,12/18/2025 4:12:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.57,-105.01,,COUNTY LINE RD,KENDRICK CASTILLO WAY,On-roadway,2.00,1,Front to Front,,,,Front to Front,Straight,Level,Approach Turn,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",70.00,Deployed at pos. only,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,West,Making Left Turn,45.00,15.00,15.00,Failed to Yield ROW,,Sun Glare,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",70.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,East,Going Straight,45.00,40.00,40.00,Failed to Stop at Signal,,Not Observed,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112173,12/19/2025 1:52:00 PM,12/19/2025 1:52:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.90,,QUEBEC ST,PARK MEADOWS DR,On-roadway,2.00,1,Front to Side,,,,Front to Side,Straight,Level,Approach Turn,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",29.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Making U-Turn,40.00,3.00,3.00,Improper Turn,Careless Driving,Driver Unfamiliar With Area,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",53.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,South,Making Left Turn,40.00,35.00,35.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112231,12/19/2025 5:16:00 PM,12/19/2025 5:16:00 PM,0.00,0.00,3.00,0.00,false,false,false,false,39.57,-104.94,,COUNTY LINE RD,COLORADO BLVD,On-roadway,1.00,1,Front to Rear,Front to Rear,,,Front to Rear,Straight,Uphill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",23.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Going Straight,45.00,45.00,45.00,Followed Too Closely,,Looked / Did Not See,,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",58.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,Driver,None,None,No,Properly used,33.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,
250112241,12/19/2025 5:49:00 PM,12/19/2025 5:49:00 PM,0.00,3.00,2.00,0.00,true,false,false,false,39.57,-104.99,,COUNTY LINE RD,BROADWAY,On-roadway,6.00,1,Front to Front,,,,Front to Front,Straight,Level,Approach Turn,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Did not comply with GDL 12 months,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Deployed at pos. and others,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,West,Making Left Turn,45.00,17.00,17.00,Failed to Yield ROW,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",51.00,Deployed at pos. and others,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Going Straight,45.00,30.00,30.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112246,12/19/2025 5:52:00 PM,12/19/2025 5:52:00 PM,0.00,1.00,1.00,0.00,false,false,false,false,39.56,-104.97,2000.00,DAD CLARK DR,,Ran off right side,1.00,2,Light Pole/Utility Pole,,,,Light Pole/Utility Pole,Straight,Level,Not Applicable,Dark-lighted,,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Compliance Not Known,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,Northwest,Weaving,45.00,45.00,43.00,Other Contributing Action,,Medical,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112313,12/19/2025 10:33:00 PM,12/19/2025 10:33:00 PM,0.00,0.00,1.00,0.00,true,false,false,false,39.50,-104.94,11500.00,GRIGS RD,,Ran off right side,0.00,1,Fence,,,,Fence,Curve Left,Uphill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Wind,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Making Left Turn,30.00,45.00,40.00,Speeding,,Driver Inexperience,Driver Unfamiliar With Area,Looked / Did Not See,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112383,12/20/2025 8:21:00 AM,12/20/2025 8:21:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.96,,UNIVERSITY BLVD,DAD CLARK DR,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Compliance Not Known,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",65.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,45.00,40.00,40.00,Failed to Stop at Signal,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",31.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Making Left Turn,45.00,15.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112513,12/20/2025 5:23:00 PM,12/20/2025 5:23:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.55,-104.85,12200.00,LIBERTY BLVD,,Ran off right side,0.00,1,Fence,,,,Fence,Straight,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",42.00,Not Deployed,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,40.00,No Contributing Action,,Medical,,,Full Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112727,12/21/2025 2:25:00 PM,12/21/2025 2:25:00 PM,0.00,1.00,1.00,0.00,false,false,false,false,39.37,-105.11,670.00,HWY 67,,On-roadway,1.00,1,Ground,,,,Ground,Curve Right,Downhill,Not Applicable,Daylight,Non-intersection,Dry W/Visible Icy Road Treatment,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Motorcycle,Properly used,Helmet Properly Used,48.00,Not Equipped,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Motorcycle,No Special Function,false,West,Negotiating a Curve,30.00,10.00,10.00,Too Fast For Conditions,,Driver Unfamiliar With Area,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112755,12/21/2025 5:36:00 PM,12/21/2025 5:36:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.95,3539.00,FOXRIDGE TRL,,On-roadway,1.00,1,Parked Motor Vehicle,,,,Parked Motor Vehicle,Curve Left,Downhill,Not Applicable,Dark-lighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",39.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,F,,"Medium/Heavy Trucks crossing state line, GVWR/GCWR 10,001 or over",No Special Function,false,South,Backing,25.00,5.00,3.00,Improper Backing,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,true,,,,,,,,,,,,,,,,,,SUV,No Special Function,false,North,Going Straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250112972,12/22/2025 1:35:00 PM,12/22/2025 1:35:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-105.03,,TOWN CENTER DR,WESTBROOK LN,On-roadway,1.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,Passenger Car/Passenger Van,No Special Function,false,West,Passing,45.00,45.00,45.00,Improper Passing on Left,,Aggressive Driving,Driver Inexperience,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",65.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,Pickup Truck/Utility Van,No Special Function,false,West,Going Straight,45.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250113012,12/22/2025 3:05:00 PM,12/22/2025 3:05:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.38,-104.69,,DEERPATH RD,DEERPATH TRL,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Sand/Gravel,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,SUV,No Special Function,false,West,Making Left Turn,25.00,25.00,10.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",21.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,F,Pickup Truck/Utility Van,No Special Function,false,South,Going Straight,25.00,30.00,30.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250113167,12/23/2025 6:08:00 AM,12/23/2025 6:08:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.32,-104.69,2600.00,RUSSELLVILLE RD,,Ran off right side,0.00,1,Embankment,Fence,Overturning/Rollover,,Overturning/Rollover,Curve Left,Downhill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",41.00,Deployed at pos. only,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,Pickup Truck/Utility Van,No Special Function,false,North,Negotiating a Curve,50.00,55.00,50.00,Other Contributing Action,,Driver Unfamiliar With Area,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250113289,12/23/2025 12:44:00 PM,12/23/2025 12:44:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.30,-104.97,,PERRY PARK RD,DAKAN RD,Ran off right side,0.00,1,Fence,,,,Fence,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",24.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,SUV,No Special Function,false,North,Making Left Turn,50.00,50.00,50.00,Improper Turn,,Driver Unfamiliar With Area,Manipulating Electronic Device,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250113317,12/23/2025 2:03:00 PM,12/23/2025 2:03:00 PM,0.00,0.00,1.00,1.00,true,false,false,false,39.55,-105.00,,HIGHLANDS RANCH PKWY,RIDGELINE BLVD,On-roadway,0.00,5,Bicycle / Motorized Bicycle,Front to Side,,,Bicycle / Motorized Bicycle,Straight,Uphill,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",60.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,Pickup Truck/Utility Van,No Special Function,false,West,Making Right Turn,45.00,5.00,5.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,Bicyclist,Going Straight,Intersection-Marked Crosswalk,Northeast,Crosswalk,Cross/Enter at Intersection,,No Apparent Contributing Factor,,,,,,,,,,,,,,Helmet Properly Used,23.00,,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
