OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y
673,171795413,2017,6/11/2017 4:00,1925,B,0,0,4,1,5,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,2. Salem,17,017. Carroll County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,4,1. State Hwy Agency,Mount Rogers,,R-VA017SC00620NB,23.63,188940,10.16,-80.82627319,36.80076971
674,170795338,2017,3/11/2017 5:00,1715,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,No,4. Richmond,20,020. Chesterfield County,2-Principal Arterial - Other Freeways and Expressways (B),4-Two-Way Divided,Urban,NonVDOT primary,1,5. Toll Roads Maintained by Others,"Richmond Regional, Crater",RICH,R-VA   SR00076NB,9.63,,,-77.527937,37.52593132
675,171875426,2017,7/6/2017 4:00,715,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,1. Bristol,83,083. Russell County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,4,1. State Hwy Agency,Cumberland Plateau,,R-VA   SR00071WB,27.09,591780,121.1,-82.22540989,36.84199764
676,171695039,2017,6/17/2017 4:00,1213,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR OCEANA BLVD,1.76,734809,185.73,-76.00810058,36.81982035
677,170885210,2017,3/28/2017 4:00,1132,C,0,0,0,1,1,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,1. Main-Line Roadway,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",7. Slick Pavement,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,No,5. Hampton Roads,300,300. Town of Smithfield,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Primary,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   US00258WB,44.07,,,-76.65269385,36.97244369
678,173565034,2017,12/16/2017 5:00,1347,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134NP DAM NECK RD,4.38,1261531,250.98,-76.03808724,36.78450718
679,170185090,2017,1/16/2017 5:00,919,C,0,0,0,1,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,14. Ditch,2. Shoulder,No,No,Unbelted,No,Yes,No,No,No,No,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,No,7. Culpeper,30,030. Fauquier County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,2,1. State Hwy Agency,Rappahannock - Rapidan,,R-VA030SC00637WB,2.27,,,-77.7140551,38.49944192
680,173515184,2017,12/16/2017 5:00,1940,C,0,0,0,2,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,17. Highway Safety Corridor,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00095SB,157.58,,,-77.29001226,38.63733992
681,172215079,2017,8/8/2017 4:00,1240,B,0,0,1,0,1,0,0,2,2. Angle,5. Rain,2. Daylight,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00279NB,0.27,541221,4.72,-76.04803449,36.84544182
682,171475033,2017,5/26/2017 4:00,2034,B,0,0,1,1,2,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,Yes,No,No,No,Yes,5,NOT_RD,VDOT Intersection,No,Yes,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00193WB,3.24,278897,193.69,-77.28558467,38.99702922
683,173365065,2017,12/1/2017 5:00,1644,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,No,3. Lynchburg,130,130. Town of South Boston,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,3,3. City or Town Hwy Agency,Southside,,R-VA   US00501SB,14.75,,,-78.9192324,36.73690813
684,173305068,2017,11/25/2017 5:00,1049,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,0,000. Arlington County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00395NB,10.01,,,-77.04786806,38.86764718
685,170255278,2017,1/25/2017 5:00,1900,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5,NOT_RD,VDOT Intersection,Yes,No,Yes,Yes,4. Richmond,20,020. Chesterfield County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA   US00001SB,79.97,209610,50.22,-77.41328204,37.35484872
686,173455161,2017,12/9/2017 5:00,1428,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,7. Sleet/Hail,2. Daylight,4. Icy,10. Intersection Related - Within 150 Feet,5. Hillcrest - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,28. Ran Off Road,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,5. Hampton Roads,47,047. James City County,2-Principal Arterial - Other Freeways and Expressways (B),4-Two-Way Divided,Urban,VDOT Primary,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   SR00199WB,9.8,1094210,65.37,-76.70207565,37.24838713
687,170945383,2017,4/4/2017 4:00,2145,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00029NB,228.74,265352,158.49,-77.42775493,38.83873944
688,173535023,2017,12/18/2017 5:00,2159,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,4. Richmond,43,043. Henrico County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   US00033EB,130.94,378271,0,-77.490936,37.60112957
689,173085237,2017,11/3/2017 4:00,1650,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,5. Hampton Roads,122,122. City of Norfolk,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00460WB,398.66,483765,159.49,-76.27106669,36.84682473
690,171140027,2017,4/2/2017 4:00,1627,B,0,0,2,1,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,2,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC01158NB,0.47,1095059,43.21,-77.18618462,38.78070193
691,172025362,2017,7/12/2017 4:00,1023,C,0,0,0,1,1,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,5. Hampton Roads,121,121. City of Newport News,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA121PR OLD OYSTER PT RD,1.52,646001,210.83,-76.45954037,37.09791537
692,170675187,2017,3/8/2017 5:00,1240,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,1. Bristol,196,196. Town of Clintwood,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,4,1. State Hwy Agency,Cumberland Plateau,,R-VA   SR00083EB,9.62,243361,20.95,-82.45065528,37.14632179
693,172095216,2017,7/28/2017 4:00,1600,B,0,0,1,0,1,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00033EB,133.42,209750,115.18,-77.47984581,37.57022966
694,173315491,2017,11/25/2017 5:00,1605,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,8. Staunton,82,082. Rockingham County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Rural,VDOT Primary,2,1. State Hwy Agency,Central Shenandoah,,R-VA   US00033EB,34.35,586217,72.03,-78.705747,38.38564667
695,171015298,2017,4/8/2017 4:00,1441,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,"8. Sign, Traffic Signal",4. Roadside,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,6. Fredericksburg,89,089. Stafford County,6-Minor Collector (5),3-Two-Way Undivided,Urban,VDOT Secondary,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA089SC00679NB,0.78,707993,183.39,-77.41414531,38.4678973
696,172895464,2017,10/16/2017 4:00,1720,B,0,0,2,1,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,Yes,Yes,No,5. Hampton Roads,131,131. City of Chesapeake,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00168NBBUS001,9.54,483446,10.48,-76.23561522,36.70469342
697,173245597,2017,11/17/2017 5:00,1840,B,0,0,2,0,2,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,Yes,8. Staunton,7,007. Augusta County,2-Principal Arterial - Other Freeways and Expressways (B),3-Two-Way Undivided,Urban,VDOT Primary,3,1. State Hwy Agency,Central Shenandoah,SAW,R-VA   SR00262SB,5.12,,,-79.1166531,38.1475363
698,172185137,2017,8/4/2017 4:00,1544,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR INDEPENDENCE BLVD,3.57,1255736,153.4,-76.13586847,36.82950928
699,171345140,2017,5/13/2017 4:00,1530,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00060WB,300.83,1035813,43.74,-75.98277785,36.872115
700,173535148,2017,12/16/2017 5:00,1510,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,11. Intersection Related - Outside 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,6. Fredericksburg,88,088. Spotsylvania County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA088SC00639NB,7.61,,,-77.53181249,38.28765287
701,170795189,2017,3/20/2017 4:00,910,B,0,0,3,0,3,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,6. Fredericksburg,36,036. Gloucester County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,5,1. State Hwy Agency,"Middle Peninsula, Hampton Roads",,R-VA036SC00610NB,10.46,,,-76.59365362,37.52750057
702,172955207,2017,10/22/2017 4:00,905,O,0,0,0,0,0,0,0,1,10. Deer,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,23. Animal,1. On Roadway,No,Yes,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,20,020. Chesterfield County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Secondary,1,1. State Hwy Agency,"Richmond Regional, Crater",TCAT,R-VA020SC00619NB,1.86,203170,295.53,-77.41400823,37.31445045
703,173425222,2017,11/13/2017 5:00,1040,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,2. Daylight,2. Wet,5. On Entrance/Exit Ramp,10. On/Off Ramp,"2. Blacktop, Asphalt, Bituminous",7. Slick Pavement,"4. One-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,28. Ran Off Road,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,10,RD_RIGHT,Not Intersection,No,No,No,No,5. Hampton Roads,133,133. City of Suffolk,2-Principal Arterial - Other Freeways and Expressways (B),1-One-Way Undivided,Urban,VDOT Primary,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   US00058EB      RMP470.00A,0.2,,,-76.60223431,36.76590821
704,171295176,2017,4/29/2017 4:00,930,B,0,0,1,0,1,0,0,1,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,11. Jersey Wall,2. Shoulder,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00007EB,58.8,270454,306.89,-77.2421164,38.92932548
705,171615222,2017,5/15/2017 4:00,1755,B,0,0,1,2,3,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,5. Hampton Roads,121,121. City of Newport News,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00060EB,249.97,,,-76.57172615,37.18851814
